ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,MINSHIN,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3,SQ3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1_1,SQ7_1_2,SQ7_1_3,SQ7_2,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_1_1_FA,SQ7_1_2_FA,SQ7_1_3_FA
563,根本幸典,1,23,15,0,57,1,66,3,2,1,52,2,99,99,99,100,999,85,999,70,999,999,70,999,85,2,4,1,3,1,1,2,3,2,3,2,3,3,3,2,3,4,3,3,3,4,4,4,3,3,3,3,3,2,1,9,3,8,2,2,1,1,1,1,1,1,1,1,1,,,,,,
564,関健一郎,1,23,15,0,57,7,1,1,0,1,39,3,5,6,1,25,100,25,50,50,75,75,75,100,0,3,5,1,2,3,3,3,5,2,3,1,2,4,2,3,4,2,2,4,5,5,2,4,1,2,4,2,4,4,2,4,10,1,2,4,4,4,4,4,5,4,4,4,5,,,,,,
565,野沢康幸,1,23,15,0,66,3,66,1,0,1,29,1,12,13,1,0,0,0,100,0,50,100,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
566,田村憲久,1,24,1,0,57,1,66,3,7,1,52,2,16,2,16,100,0,100,0,0,0,0,0,0,100,1,3,2,2,3,3,1,5,2,3,2,2,3,2,2,3,3,3,3,3,3,4,3,2,2,3,3,2,2,3,66,66,66,66,3,1,1,2,1,1,1,1,1,3,社会保障政策（雇用含む）,,地方創生,,,
567,松田直久,1,24,1,0,66,11,3,3,1,1,63,1,16,11,5,0,100,0,70,50,50,70,0,50,0,5,66,4,5,4,1,5,4,3,5,3,1,5,4,5,1,3,5,3,5,4,2,4,2,4,3,4,4,3,5,66,66,66,66,5,4,4,2,5,5,5,5,5,5,安倍政権の政治の私物化,,,,,
568,川崎二郎,1,24,2,0,57,1,66,3,11,1,69,3,1,16,16,100,999,100,999,999,999,999,999,999,100,2,4,1,3,1,1,4,3,1,2,2,3,3,3,2,99,99,2,99,3,1,4,4,4,3,99,3,3,2,1,8,11,99,2,2,2,2,1,2,2,3,2,2,4,,地方創生,経済対策,,改正すべきことは多くあり国民の理解を深めることが重要,
569,中川正春,1,24,2,0,66,11,3,3,7,1,67,2,5,7,6,50,999,50,50,50,50,50,50,50,50,1,4,5,5,5,1,5,4,3,2,1,1,4,2,2,2,3,2,4,4,4,2,5,2,2,3,2,4,5,2,10,4,8,1,5,4,5,5,3,5,5,4,5,5,,,,,,
570,島田佳和,1,24,3,0,57,1,66,3,2,1,47,1,1,3,14,90,5,75,0,75,5,0,50,0,75,2,5,2,3,1,3,2,5,1,1,3,2,3,4,2,4,5,3,5,3,3,5,2,2,2,3,2,2,2,1,1,9,3,2,2,2,2,3,2,2,4,3,2,2,,,,,,
571,野村真弘,1,24,3,0,66,3,66,1,0,1,61,1,12,6,5,0,10,0,100,0,20,80,0,0,0,5,66,5,5,5,1,5,5,3,2,1,1,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,4,5,5,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
572,坂本麻貴,1,24,3,0,66,9,66,1,0,2,33,1,12,13,14,40,0,0,0,20,20,0,25,20,40,5,66,1,1,1,5,1,2,1,2,5,5,2,2,1,4,5,3,1,1,2,4,3,1,5,2,2,1,2,1,1,5,11,1,5,4,4,5,5,3,3,4,5,4,,,,,,DK
573,岡田克也,1,24,3,0,66,11,3,3,9,1,64,2,16,1,2,999,100,999,999,999,999,999,999,999,0,1,1,3,5,2,1,5,3,5,5,4,2,3,3,3,1,3,1,4,3,3,3,5,1,1,2,2,3,4,4,66,66,66,66,5,5,2,5,4,5,4,4,5,5,安倍一強政治の打破,,,,,
574,藤田大助,1,24,4,0,57,7,1,2,1,1,41,1,5,3,4,25,75,50,50,25,75,50,25,75,25,5,66,2,3,3,1,4,4,4,99,4,2,99,3,3,2,2,2,5,3,4,2,4,2,2,4,4,3,4,2,10,4,7,2,5,5,3,3,4,5,3,3,4,5,,,,,,
575,三ツ矢憲生,1,24,4,0,66,1,66,3,5,1,66,2,1,5,16,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,4,4,3,3,3,3,3,2,1,9,1,11,2,2,1,1,1,1,1,1,1,1,2,,,地方経済,,,教育と合区解消
576,谷中三好,1,24,4,0,66,3,66,1,0,1,57,1,12,6,5,0,10,0,100,0,20,80,0,0,0,5,66,5,5,5,1,5,5,3,2,1,1,5,3,5,1,1,1,5,5,5,1,5,5,5,5,5,4,5,99,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
577,大岡敏孝,1,25,1,0,58,1,66,3,2,1,45,2,1,5,3,90,40,90,30,70,30,40,80,60,90,1,4,1,2,3,2,3,4,3,3,3,2,2,3,2,4,4,4,1,3,4,4,4,2,2,3,2,4,4,1,3,5,9,1,2,1,2,3,3,1,1,1,2,3,,,,,,
578,小坂淑子,1,25,1,0,58,5,66,1,0,2,77,1,12,1,15,0,0,0,80,0,40,100,0,0,0,5,66,5,5,5,1,5,2,4,4,1,1,5,2,5,1,1,1,5,5,5,1,5,5,5,5,5,4,5,5,66,66,66,66,5,5,5,1,5,5,3,5,5,5,,,,,,
579,嘉田由紀子,1,25,1,0,66,11,66,1,0,2,67,1,5,7,15,0,90,30,20,50,50,40,0,90,0,4,66,4,4,4,1,5,4,3,4,1,1,5,3,4,1,2,2,3,4,5,2,5,3,4,4,4,4,5,2,4,8,10,2,5,5,4,3,5,4,4,5,5,5,,,,,,
580,上野賢一郎,1,25,2,0,58,1,66,3,3,1,52,2,1,3,5,100,10,100,0,40,0,0,50,25,100,1,5,2,3,2,2,2,4,2,2,2,2,3,3,2,4,5,2,4,2,3,3,4,2,3,4,2,4,2,1,8,11,1,2,1,1,2,1,1,2,2,1,2,3,,,,,DK,
581,田島一成,1,25,2,0,58,7,1,3,4,1,55,1,6,5,15,0,50,50,50,50,50,50,0,90,0,4,66,3,4,3,1,5,4,4,4,1,1,5,3,4,1,2,3,3,4,4,2,5,3,4,4,4,4,5,2,4,6,7,2,5,5,4,2,5,2,4,5,5,5,,,,,,
582,荒川雅司,1,25,2,0,66,9,66,1,0,1,42,1,1,2,6,0,0,0,0,0,0,0,0,0,0,5,66,1,1,1,5,1,1,1,1,5,5,4,4,1,5,5,1,5,1,1,5,3,1,5,1,5,5,2,1,99,99,99,1,3,4,5,2,5,2,3,5,5,5,,,,,,
583,対月慈照,1,25,2,0,66,11,66,1,0,1,64,1,1,12,15,0,30,0,80,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
584,武村展英,1,25,3,0,58,1,66,3,2,1,45,2,1,6,14,90,0,85,10,50,10,5,75,25,90,3,4,1,3,2,2,3,4,3,2,3,3,2,3,2,5,5,4,2,3,3,4,3,3,2,3,2,3,2,1,1,9,11,2,1,1,2,2,1,1,2,2,2,3,,,,,,公の財産の支出の制限（８９条）と私学助成
585,小川泰江,1,25,3,0,58,7,1,1,0,2,54,1,5,6,7,0,100,10,75,10,75,80,0,0,0,2,4,3,5,5,1,5,2,4,4,2,2,4,2,5,1,2,3,4,5,5,2,3,3,2,4,3,3,4,4,66,66,66,66,5,4,3,4,5,5,4,4,5,5,,,,,,
586,石堂淳士,1,25,3,0,66,3,66,1,0,1,43,1,12,7,5,0,0,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
587,小寺裕雄,1,25,4,0,58,1,66,1,0,1,57,2,16,4,3,100,0,80,0,0,0,0,0,0,100,2,4,2,3,2,2,1,3,2,2,2,2,2,3,2,2,3,3,4,3,2,3,3,2,3,4,4,3,3,1,1,4,9,1,1,1,2,2,1,1,1,1,1,1,地方創生,,,,,
588,徳永久志,1,25,4,0,58,7,1,1,0,1,54,1,16,6,5,0,100,50,50,50,50,50,0,100,0,4,66,3,4,3,1,5,4,4,4,1,1,5,3,4,1,2,3,3,4,4,2,5,3,3,4,4,4,5,2,4,6,7,2,5,5,4,2,5,4,4,5,5,5,安倍政権の政治姿勢,,,,,
589,西沢耕一,1,25,4,0,66,3,66,1,0,1,39,1,12,7,15,0,5,0,100,0,40,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,4,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
590,穀田恵二,1,26,1,0,58,3,66,3,8,1,70,3,12,5,6,0,999,0,100,0,50,75,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,4,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,4,5,5,5,5,5,5,,,,,,
591,嶋村聖子,1,26,1,0,58,7,66,1,0,2,40,1,99,99,99,40,90,60,0,90,70,0,40,100,40,5,66,2,3,3,3,3,99,4,4,2,1,3,1,3,1,3,99,1,4,4,3,4,1,5,2,2,1,4,1,99,99,99,99,3,4,3,2,2,2,4,4,3,5,,,,,,
592,伊吹文明,0,26,1,0,66,1,66,3,11,1,79,2,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
593,繁本護,1,26,2,0,58,1,66,1,0,1,44,3,5,14,1,90,999,90,40,50,40,50,60,50,90,1,5,2,5,2,1,1,4,1,1,2,3,3,4,3,5,5,4,5,3,2,3,4,2,4,4,3,2,2,1,11,9,1,1,5,1,2,2,1,2,3,2,2,4,,,,前文,,
594,地坂拓晃,1,26,2,0,58,3,66,1,0,1,44,1,7,5,12,0,999,0,100,0,30,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
595,前原誠司,1,26,2,0,66,11,3,3,8,1,55,2,16,5,1,999,999,999,999,999,999,999,999,999,999,3,5,2,4,2,1,5,5,3,3,2,3,3,2,4,1,3,2,2,4,5,3,4,2,3,5,3,2,4,2,1,9,4,2,2,4,2,4,3,5,4,3,5,5,再分配政策,,,,,
596,木村弥生,1,26,3,0,58,1,66,3,1,2,52,3,5,6,1,100,999,80,50,50,50,50,50,50,100,1,4,1,3,1,1,1,3,2,3,2,3,3,3,2,1,3,2,3,2,5,4,4,3,3,3,3,3,2,1,1,9,8,1,2,1,1,1,1,1,1,1,1,2,,,,,,
597,森夏枝,1,26,3,0,58,4,66,1,0,2,36,3,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
598,泉健太,1,26,3,0,58,7,1,3,6,1,43,2,5,1,7,40,80,40,40,40,75,50,20,60,25,3,4,2,3,2,2,4,4,2,3,2,2,4,2,3,2,2,1,3,5,5,2,3,3,2,4,1,2,4,2,99,99,99,2,2,4,4,5,4,4,4,4,4,5,,,,,,
599,金森亨,1,26,3,0,66,3,66,1,0,1,61,1,12,15,7,0,60,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
600,小田切新一郎,0,26,3,0,66,11,66,1,0,1,71,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,99,99,99,99,99,99,99,99,99,99,,,,,,
601,田中英之,1,26,4,0,58,1,66,3,2,1,47,2,16,1,5,90,30,60,10,50,30,10,30,50,85,3,4,2,3,2,2,3,3,2,2,2,2,3,3,2,3,3,4,3,3,3,3,2,2,4,3,2,2,2,1,11,11,1,2,3,1,2,2,1,2,2,2,2,3,景気回復,,,一票の格差,地方自治,
602,北神圭朗,1,26,4,0,58,7,1,3,3,1,50,1,3,1,4,40,50,50,0,70,70,20,50,999,40,4,66,1,2,2,3,3,3,3,4,2,3,3,4,3,4,3,2,3,3,2,4,4,1,4,2,2,2,5,1,1,9,10,2,3,5,2,2,2,2,5,2,4,5,,,,,,
603,吉田幸一,1,26,4,0,66,3,66,1,0,1,43,1,12,7,1,0,0,0,100,0,40,60,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
604,縁田有紀,1,26,4,0,66,9,66,1,0,2,27,1,1,2,5,0,0,0,0,50,50,0,50,0,0,5,66,1,1,1,5,1,1,3,2,5,5,2,2,1,3,4,3,1,1,4,5,3,1,5,4,3,4,3,1,99,99,99,99,5,4,4,5,5,1,3,5,5,5,,,,,,
605,本田太郎,1,26,5,0,58,1,66,1,0,1,43,2,16,5,1,100,10,80,10,20,20,10,70,10,100,1,5,1,3,2,3,1,4,1,2,2,2,3,3,2,4,5,3,5,2,3,4,3,3,3,2,4,2,2,1,1,3,9,2,3,1,2,3,2,1,2,2,2,3,地方創生,,,,,
606,井上一徳,1,26,5,0,58,7,66,1,0,1,55,3,10,1,12,75,50,75,25,50,25,25,25,90,80,3,1,2,2,1,1,3,4,4,4,4,1,4,1,5,1,1,1,2,4,2,1,5,1,4,1,2,4,3,2,1,5,7,2,4,2,1,3,1,1,2,2,2,5,,,,,,
607,山内健,1,26,5,0,66,3,66,1,0,1,49,1,12,5,15,0,50,0,100,0,50,100,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
608,鈴木麻理子,1,26,5,0,66,11,66,1,0,2,33,1,5,2,15,50,50,50,50,50,100,50,0,50,0,5,66,1,4,4,3,3,5,2,2,1,2,4,4,5,4,5,3,3,4,3,2,3,3,4,5,3,2,3,2,6,7,5,2,3,5,5,1,5,5,5,5,5,5,,,,,,
609,中山泰,1,26,5,0,66,11,66,1,0,1,57,1,3,7,14,75,60,80,40,65,55,45,55,70,75,4,66,2,4,4,1,3,5,2,2,2,3,4,2,5,3,5,4,4,3,5,2,1,2,4,4,4,3,1,2,4,1,99,2,2,1,2,2,2,2,2,3,3,5,,,,,,
610,安藤裕,1,26,6,0,58,1,66,3,2,1,52,2,16,2,6,100,50,80,50,50,50,50,50,50,50,5,66,1,3,2,2,1,5,1,1,4,1,3,5,1,5,3,5,5,99,1,4,1,99,5,5,4,1,2,1,1,11,99,2,4,2,4,2,2,2,2,2,2,3,景気対策,,,,前文,
611,山井和則,1,26,6,0,58,7,1,3,6,1,55,3,6,5,7,50,100,50,50,50,50,50,50,80,0,5,66,2,5,3,1,5,5,3,2,1,2,5,4,3,1,2,1,3,3,5,3,4,3,3,4,2,3,5,2,10,6,4,2,5,5,5,3,5,5,3,3,5,5,,,,,,
612,上條亮一,1,26,6,0,66,3,66,1,0,1,31,1,12,15,7,0,30,0,100,0,30,70,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
613,大西宏幸,1,27,1,0,58,1,66,3,1,1,50,2,1,5,6,100,999,100,999,999,999,999,999,999,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,4,3,2,5,3,4,4,4,3,3,4,3,3,2,1,8,9,11,1,2,1,1,1,1,1,1,1,1,2,,,,,,合区の解消
614,井上英孝,1,27,1,0,58,4,66,3,2,1,45,3,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
615,村上賀厚,1,27,1,0,58,8,2,1,0,1,58,1,7,5,1,20,90,30,70,20,70,70,10,30,10,4,66,4,4,4,1,5,3,4,4,1,2,5,2,5,1,1,1,5,3,5,2,4,1,2,3,2,3,5,1,2,4,10,2,5,5,4,2,4,5,3,4,5,5,,,,,,
616,柴山昇,1,27,1,0,66,3,66,1,0,1,63,1,1,16,15,0,50,0,100,0,50,50,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,DK,,,,
617,小泉修平,1,27,1,0,66,10,66,1,0,1,70,1,16,1,2,30,10,30,30,10,30,10,50,20,40,5,66,1,1,2,5,2,1,2,1,5,1,2,4,2,2,2,2,3,1,5,5,1,2,5,3,3,2,2,1,1,9,99,2,5,4,4,2,4,2,3,4,2,4,IR（カジノ）,,,,,
618,左藤章,1,27,2,0,58,1,66,3,4,1,66,2,1,5,3,90,20,70,10,50,10,10,60,50,90,2,4,1,2,3,2,3,3,3,3,4,2,2,2,1,3,3,4,4,3,2,5,4,4,2,3,2,3,3,1,11,9,2,2,4,1,2,1,2,1,3,1,1,3,,,,自衛隊の明記,,
619,椎木保,1,27,2,0,58,4,66,3,2,1,51,1,5,11,10,50,0,50,0,100,0,0,50,70,50,4,66,2,5,2,3,3,3,3,2,1,2,4,3,3,2,3,1,2,3,3,3,4,2,3,3,1,5,4,1,3,2,4,1,2,4,1,1,3,1,3,3,2,5,,,,,,
620,尾辻かな子,1,27,2,0,58,8,2,1,0,2,42,3,16,12,3,10,75,25,60,0,50,65,0,30,0,4,66,5,5,5,1,5,5,2,2,2,1,5,3,5,1,1,1,4,5,5,1,2,4,4,5,3,2,4,5,66,66,66,66,5,5,5,3,5,5,4,5,5,5,福祉,,,,,
621,渡部結,1,27,3,0,58,3,66,1,0,2,36,1,12,16,7,0,25,0,100,0,25,75,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,カジノ誘致NO!,,,,
622,佐藤茂樹,1,27,3,0,66,2,66,3,8,1,58,2,5,1,3,80,50,100,50,50,50,50,50,50,80,1,4,2,5,2,1,5,3,2,2,2,2,4,1,2,2,2,2,4,4,3,3,4,2,4,99,3,4,3,3,66,66,66,66,3,1,1,2,2,1,2,1,2,3,,,,,,
623,中条栄太郎,1,27,3,0,66,11,66,1,0,1,48,1,1,6,11,100,20,0,15,90,25,0,51,52,70,5,66,1,99,1,99,99,99,99,99,2,3,3,5,1,4,5,2,5,5,2,4,99,2,99,99,99,99,99,1,1,99,99,2,4,1,99,99,99,99,5,1,99,4,,,,,,
624,中山泰秀,1,27,4,0,58,1,66,3,4,1,47,2,1,5,12,100,0,100,0,0,0,0,0,0,100,1,4,1,3,1,1,1,3,2,3,2,3,3,3,2,5,3,2,1,2,2,4,4,3,3,5,3,3,2,1,9,1,3,1,1,1,1,1,1,1,1,1,1,1,,,,,,
625,清水忠史,1,27,4,0,58,3,66,3,1,1,49,1,12,16,5,0,0,0,100,0,0,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,消費税,,,,
626,美延映夫,1,27,4,0,58,4,66,1,0,1,56,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
627,長尾秀樹,1,27,5,0,58,8,2,1,0,1,65,3,5,6,11,0,999,0,40,0,50,40,0,25,0,2,2,4,5,5,1,5,4,4,3,2,1,5,2,4,1,2,3,5,5,5,2,3,3,4,5,2,3,4,2,4,8,7,2,5,5,4,4,5,5,4,5,5,5,,,,,,
628,国重徹,1,27,5,0,66,2,66,3,2,1,42,2,5,1,6,80,999,100,999,999,999,999,999,999,80,2,5,3,4,2,1,5,4,2,2,2,2,3,2,2,2,2,2,4,3,4,3,3,2,3,4,4,2,2,2,9,99,99,2,3,2,3,1,2,1,2,2,1,3,,,,,,
629,北山良三,1,27,5,0,66,3,66,1,0,1,65,1,12,6,5,15,30,5,100,2,30,80,5,10,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,2,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
630,数森圭吾,1,27,5,0,66,9,66,1,0,1,38,1,1,12,3,50,999,25,0,50,999,0,999,0,0,5,66,1,1,1,5,1,1,2,2,5,5,5,2,1,3,3,4,1,1,3,5,3,1,5,1,2,1,1,1,1,11,9,1,5,5,4,1,5,1,5,5,5,5,,,,,政教分離規定をなくす。,
631,村上史好,1,27,6,0,58,8,66,2,2,1,65,3,3,5,15,30,50,20,50,0,90,50,0,20,0,5,66,4,3,3,1,5,5,3,4,1,2,5,2,5,3,3,3,5,5,5,1,4,3,5,5,4,4,5,4,66,66,66,66,5,5,5,5,5,5,5,5,5,5,,,,,,
632,伊佐進一,1,27,6,0,66,2,66,3,2,1,42,2,5,1,6,75,999,100,999,999,999,999,999,999,999,1,5,3,4,2,1,5,4,2,2,1,2,3,3,2,2,2,2,2,3,4,4,3,2,3,4,3,2,3,2,9,2,11,2,2,2,1,2,1,1,1,1,1,3,,,,,,生命倫理
633,渡嘉敷奈緒美,1,27,7,0,58,1,66,3,3,2,55,2,6,1,9,100,40,90,40,40,40,40,40,40,100,1,4,1,2,1,2,2,4,3,2,2,2,2,4,1,4,3,3,3,2,2,5,4,2,2,2,2,2,3,1,9,1,3,1,2,1,1,4,1,1,1,1,1,2,,,,,,
634,奥下剛光,1,27,7,0,58,4,66,1,0,1,42,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,99,66,66,66,66,2,4,1,1,2,1,3,1,1,5,,,,,,
635,村口久美子,1,27,7,0,66,3,66,1,0,2,45,1,12,5,6,0,999,0,100,0,999,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
636,大塚高司,1,27,8,0,58,1,66,3,3,1,53,2,1,5,6,100,30,90,10,50,30,30,60,50,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,4,4,3,3,3,3,3,2,1,99,99,99,2,2,1,1,1,1,1,1,1,1,2,,,,,,
637,木下智彦,1,27,8,0,58,4,66,3,2,1,48,1,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,99,1,99,,,,,,
638,松井博史,1,27,8,0,58,8,2,1,0,1,49,1,11,1,3,0,999,999,999,999,999,999,999,999,0,4,66,2,3,3,1,3,5,3,4,2,3,4,3,3,3,3,3,4,4,4,3,4,2,1,4,3,4,4,2,4,8,10,2,2,5,4,3,3,5,4,4,5,5,,,,,,
639,新居真,1,27,8,0,66,3,66,1,0,1,57,1,7,6,5,0,999,0,999,0,999,75,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,99,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
640,原田憲治,1,27,9,0,58,1,66,3,3,1,69,2,1,5,13,100,50,100,0,50,50,0,50,0,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,4,5,2,5,2,3,4,4,3,3,2,3,3,2,1,9,3,4,2,2,1,1,1,1,1,1,1,1,3,,,,,,
641,足立康史,1,27,9,0,58,4,66,3,2,1,52,3,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
642,服部良一,1,27,9,0,58,5,66,2,1,1,67,1,12,1,5,0,30,20,80,0,80,100,0,10,0,5,66,5,5,5,1,5,5,3,2,1,1,5,1,5,1,1,2,5,4,5,1,3,3,5,5,5,3,4,5,66,66,66,66,5,5,5,1,5,5,3,5,5,5,,,,,,
643,大隈和英,1,27,10,0,58,1,66,3,1,1,48,3,6,5,1,100,50,100,25,50,25,0,999,999,100,2,4,1,1,1,3,1,4,1,2,3,3,2,3,1,4,3,2,4,3,3,4,2,2,2,4,3,2,2,1,9,1,8,1,1,1,1,1,1,1,2,1,1,2,,,,,,
644,松浪健太,1,27,10,0,58,4,66,3,5,1,46,1,11,5,1,70,0,50,10,100,0,0,60,80,70,5,66,2,4,2,3,3,2,4,3,1,1,4,3,3,2,3,3,1,3,3,3,5,1,3,2,1,5,3,1,4,1,5,1,1,3,1,1,2,2,3,3,1,5,,,,,,
645,辻元清美,1,27,10,0,58,8,2,3,6,2,57,2,5,6,12,50,50,50,50,50,50,50,50,50,50,4,66,4,5,4,1,5,4,3,3,1,2,4,2,5,1,1,2,5,4,5,1,4,4,4,4,3,4,5,4,66,66,66,66,5,4,4,3,4,5,4,4,5,5,,,,,,
646,佐藤ゆかり,1,27,11,0,58,1,66,3,2,2,56,3,1,5,99,100,999,70,999,999,999,999,999,999,90,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,4,4,2,3,3,3,4,4,3,3,3,2,3,2,1,3,1,11,99,1,1,1,1,1,1,1,1,1,2,,,,,,教育の充実
647,伊東信久,1,27,11,0,58,4,66,3,2,1,53,1,5,11,10,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
648,平野博文,1,27,11,0,66,11,3,3,6,1,68,2,5,1,7,999,999,999,999,999,999,999,999,999,999,4,66,3,3,3,1,5,4,3,2,1,2,4,4,2,5,3,2,4,4,2,3,4,2,4,4,3,3,3,4,66,66,66,66,5,4,4,4,4,5,5,3,5,5,,,,,,
649,北川知克,1,27,12,0,58,1,66,3,5,1,65,2,1,5,9,100,999,100,999,999,999,999,999,999,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,3,3,3,3,3,2,1,1,8,9,2,2,1,1,1,1,1,1,1,1,2,,,,,,
